"STATION","NAME","DATE","PRCP","TAVG"
"USC00479050","WEST BEND, WI US","1954-09-24","0.0",
"USC00479050","WEST BEND, WI US","1954-09-25","0.0",
"USC00479050","WEST BEND, WI US","1954-09-26","0.0",
"USC00479050","WEST BEND, WI US","1954-09-27","0.0",
"USC00479050","WEST BEND, WI US","1954-09-28","1.3",
"USC00479050","WEST BEND, WI US","1954-09-29","23.9",
"USC00479050","WEST BEND, WI US","1954-09-30","18.8",
"USC00479050","WEST BEND, WI US","1954-10-01","2.5",
"USC00479050","WEST BEND, WI US","1954-10-02","0.0",
"USC00479050","WEST BEND, WI US","1954-10-03","78.7",
"USC00479050","WEST BEND, WI US","1954-10-04","0.0",
"USC00479050","WEST BEND, WI US","1954-10-05","1.3",
"USC00479050","WEST BEND, WI US","1954-10-06","0.0",
"USC00479050","WEST BEND, WI US","1954-10-07","0.0",
"USC00479050","WEST BEND, WI US","1954-10-08","0.5",
"USC00479050","WEST BEND, WI US","1954-10-09","0.0",
"USC00479050","WEST BEND, WI US","1954-10-10","5.8",
"USC00479050","WEST BEND, WI US","1954-10-11","0.5",
"USC00479050","WEST BEND, WI US","1954-10-12","0.0",
"USC00479050","WEST BEND, WI US","1954-10-13","0.0",
"USC00479050","WEST BEND, WI US","1954-10-14","2.8",
"USC00479050","WEST BEND, WI US","1954-10-15","0.0",
"USC00479050","WEST BEND, WI US","1954-10-16","0.0",
"USC00479050","WEST BEND, WI US","1954-10-17","0.0",
"USC00479050","WEST BEND, WI US","1954-10-18","0.0",
"USC00479050","WEST BEND, WI US","1954-10-19","0.0",
"USC00479050","WEST BEND, WI US","1954-10-20","0.0",
"USC00479050","WEST BEND, WI US","1954-10-21","0.0",
"USC00479050","WEST BEND, WI US","1954-10-22","0.0",
"USC00479050","WEST BEND, WI US","1954-10-23","0.0",
"USC00479050","WEST BEND, WI US","1954-10-24","0.0",
"USC00479050","WEST BEND, WI US","1954-10-25","0.0",
"USC00479050","WEST BEND, WI US","1954-10-26","5.1",
"USC00479050","WEST BEND, WI US","1954-10-27","1.3",
"USC00479050","WEST BEND, WI US","1954-10-28","0.0",
"USC00479050","WEST BEND, WI US","1954-10-29","0.0",
"USC00479050","WEST BEND, WI US","1954-10-30","0.0",
"USC00479050","WEST BEND, WI US","1954-10-31","0.0",
"USC00479050","WEST BEND, WI US","1954-11-01","8.9",
"USC00479050","WEST BEND, WI US","1954-11-02","3.8",
"USC00479050","WEST BEND, WI US","1954-11-03","0.0",
"USC00479050","WEST BEND, WI US","1954-11-04","0.0",
"USC00479050","WEST BEND, WI US","1954-11-05","0.0",
"USC00479050","WEST BEND, WI US","1954-11-06","0.0",
"USC00479050","WEST BEND, WI US","1954-11-07","0.0",
"USC00479050","WEST BEND, WI US","1954-11-08","0.0",
"USC00479050","WEST BEND, WI US","1954-11-09","0.0",
"USC00479050","WEST BEND, WI US","1954-11-10","0.0",
"USC00479050","WEST BEND, WI US","1954-11-11","0.0",
"USC00479050","WEST BEND, WI US","1954-11-12","0.0",
"USC00479050","WEST BEND, WI US","1954-11-13","0.0",
"USC00479050","WEST BEND, WI US","1954-11-14","0.0",
"USC00479050","WEST BEND, WI US","1954-11-15","0.0",
"USC00479050","WEST BEND, WI US","1954-11-16","0.0",
"USC00479050","WEST BEND, WI US","1954-11-17","0.0",
"USC00479050","WEST BEND, WI US","1954-11-18","2.0",
"USC00479050","WEST BEND, WI US","1954-11-19","3.0",
"USC00479050","WEST BEND, WI US","1954-11-20","0.0",
"USC00479050","WEST BEND, WI US","1954-11-21","0.0",
"USC00479050","WEST BEND, WI US","1954-11-22","0.0",
"USC00479050","WEST BEND, WI US","1954-11-23","8.9",
"USC00479050","WEST BEND, WI US","1954-11-24","0.0",
"USC00479050","WEST BEND, WI US","1954-11-25","1.0",
"USC00479050","WEST BEND, WI US","1954-11-26","0.0",
"USC00479050","WEST BEND, WI US","1954-11-27","0.8",
"USC00479050","WEST BEND, WI US","1954-11-28","0.0",
"USC00479050","WEST BEND, WI US","1954-11-29","0.0",
"USC00479050","WEST BEND, WI US","1954-11-30","0.0",
"USC00479050","WEST BEND, WI US","1954-12-01","8.9",
"USC00479050","WEST BEND, WI US","1954-12-02","0.0",
"USC00479050","WEST BEND, WI US","1954-12-03","0.0",
"USC00479050","WEST BEND, WI US","1954-12-04","0.0",
"USC00479050","WEST BEND, WI US","1954-12-05","0.0",
"USC00479050","WEST BEND, WI US","1954-12-06","0.0",
"USC00479050","WEST BEND, WI US","1954-12-07","0.0",
"USC00479050","WEST BEND, WI US","1954-12-08","0.0",
"USC00479050","WEST BEND, WI US","1954-12-09","3.6",
"USC00479050","WEST BEND, WI US","1954-12-10","0.0",
"USC00479050","WEST BEND, WI US","1954-12-11","0.8",
"USC00479050","WEST BEND, WI US","1954-12-12","1.3",
"USC00479050","WEST BEND, WI US","1954-12-13","0.0",
"USC00479050","WEST BEND, WI US","1954-12-14","0.0",
"USC00479050","WEST BEND, WI US","1954-12-15","0.0",
"USC00479050","WEST BEND, WI US","1954-12-16","0.0",
"USC00479050","WEST BEND, WI US","1954-12-17","6.4",
"USC00479050","WEST BEND, WI US","1954-12-18","1.3",
"USC00479050","WEST BEND, WI US","1954-12-19","0.0",
"USC00479050","WEST BEND, WI US","1954-12-20","5.6",
"USC00479050","WEST BEND, WI US","1954-12-21","0.0",
"USC00479050","WEST BEND, WI US","1954-12-22","0.0",
"USC00479050","WEST BEND, WI US","1954-12-23","0.0",
"USC00479050","WEST BEND, WI US","1954-12-24","0.0",
"USC00479050","WEST BEND, WI US","1954-12-25","0.0",
"USC00479050","WEST BEND, WI US","1954-12-26","5.6",
"USC00479050","WEST BEND, WI US","1954-12-27","3.8",
"USC00479050","WEST BEND, WI US","1954-12-28","3.0",
"USC00479050","WEST BEND, WI US","1954-12-29","11.4",
"USC00479050","WEST BEND, WI US","1954-12-30","2.5",
"USC00479050","WEST BEND, WI US","1954-12-31","0.0",
"USC00479050","WEST BEND, WI US","1955-01-01","0.0",
"USC00479050","WEST BEND, WI US","1955-01-02","0.0",
"USC00479050","WEST BEND, WI US","1955-01-03","0.0",
"USC00479050","WEST BEND, WI US","1955-01-04","0.0",
"USC00479050","WEST BEND, WI US","1955-01-05","10.2",
"USC00479050","WEST BEND, WI US","1955-01-06","0.0",
"USC00479050","WEST BEND, WI US","1955-01-07","0.0",
"USC00479050","WEST BEND, WI US","1955-01-08","0.0",
"USC00479050","WEST BEND, WI US","1955-01-09","0.0",
"USC00479050","WEST BEND, WI US","1955-01-10","0.0",
"USC00479050","WEST BEND, WI US","1955-01-11","0.0",
"USC00479050","WEST BEND, WI US","1955-01-12","0.0",
"USC00479050","WEST BEND, WI US","1955-01-13","0.0",
"USC00479050","WEST BEND, WI US","1955-01-14","0.0",
"USC00479050","WEST BEND, WI US","1955-01-15","0.0",
"USC00479050","WEST BEND, WI US","1955-01-16","0.0",
"USC00479050","WEST BEND, WI US","1955-01-17","0.0",
"USC00479050","WEST BEND, WI US","1955-01-18","0.0",
"USC00479050","WEST BEND, WI US","1955-01-19","0.0",
"USC00479050","WEST BEND, WI US","1955-01-20","0.0",
"USC00479050","WEST BEND, WI US","1955-01-21","0.0",
"USC00479050","WEST BEND, WI US","1955-01-22","0.0",
"USC00479050","WEST BEND, WI US","1955-01-23","1.0",
"USC00479050","WEST BEND, WI US","1955-01-24","0.8",
"USC00479050","WEST BEND, WI US","1955-01-25","1.5",
"USC00479050","WEST BEND, WI US","1955-01-26","0.5",
"USC00479050","WEST BEND, WI US","1955-01-27","0.0",
"USC00479050","WEST BEND, WI US","1955-01-28","0.0",
"USC00479050","WEST BEND, WI US","1955-01-29","0.0",
"USC00479050","WEST BEND, WI US","1955-01-30","0.0",
"USC00479050","WEST BEND, WI US","1955-01-31","0.0",
"USC00479050","WEST BEND, WI US","1955-02-01","0.0",
"USC00479050","WEST BEND, WI US","1955-02-02","2.0",
"USC00479050","WEST BEND, WI US","1955-02-03","0.0",
"USC00479050","WEST BEND, WI US","1955-02-04","0.0",
"USC00479050","WEST BEND, WI US","1955-02-05","2.3",
"USC00479050","WEST BEND, WI US","1955-02-06","0.0",
"USC00479050","WEST BEND, WI US","1955-02-07","0.0",
"USC00479050","WEST BEND, WI US","1955-02-08","0.0",
"USC00479050","WEST BEND, WI US","1955-02-09","1.0",
"USC00479050","WEST BEND, WI US","1955-02-10","6.9",
"USC00479050","WEST BEND, WI US","1955-02-11","0.0",
"USC00479050","WEST BEND, WI US","1955-02-12","0.0",
"USC00479050","WEST BEND, WI US","1955-02-13","0.0",
"USC00479050","WEST BEND, WI US","1955-02-14","0.0",
"USC00479050","WEST BEND, WI US","1955-02-15","0.0",
"USC00479050","WEST BEND, WI US","1955-02-16","0.0",
"USC00479050","WEST BEND, WI US","1955-02-17","0.0",
"USC00479050","WEST BEND, WI US","1955-02-18","0.0",
"USC00479050","WEST BEND, WI US","1955-02-19","5.6",
"USC00479050","WEST BEND, WI US","1955-02-20","8.6",
"USC00479050","WEST BEND, WI US","1955-02-21","0.0",
"USC00479050","WEST BEND, WI US","1955-02-22","0.0",
"USC00479050","WEST BEND, WI US","1955-02-23","0.0",
"USC00479050","WEST BEND, WI US","1955-02-24","4.1",
"USC00479050","WEST BEND, WI US","1955-02-25","0.0",
"USC00479050","WEST BEND, WI US","1955-02-26","5.1",
"USC00479050","WEST BEND, WI US","1955-02-27","6.1",
"USC00479050","WEST BEND, WI US","1955-02-28","0.0",
"USC00479050","WEST BEND, WI US","1955-03-01","0.0",
"USC00479050","WEST BEND, WI US","1955-03-02","0.0",
"USC00479050","WEST BEND, WI US","1955-03-03","0.0",
"USC00479050","WEST BEND, WI US","1955-03-04","0.0",
"USC00479050","WEST BEND, WI US","1955-03-05","0.0",
"USC00479050","WEST BEND, WI US","1955-03-06","2.5",
"USC00479050","WEST BEND, WI US","1955-03-07","0.0",
"USC00479050","WEST BEND, WI US","1955-03-08","0.0",
"USC00479050","WEST BEND, WI US","1955-03-09","0.0",
"USC00479050","WEST BEND, WI US","1955-03-10","0.0",
"USC00479050","WEST BEND, WI US","1955-03-11","0.0",
"USC00479050","WEST BEND, WI US","1955-03-12","0.0",
"USC00479050","WEST BEND, WI US","1955-03-13","0.0",
"USC00479050","WEST BEND, WI US","1955-03-14","0.0",
"USC00479050","WEST BEND, WI US","1955-03-15","0.0",
"USC00479050","WEST BEND, WI US","1955-03-16","0.0",
"USC00479050","WEST BEND, WI US","1955-03-17","0.0",
"USC00479050","WEST BEND, WI US","1955-03-18","0.0",
"USC00479050","WEST BEND, WI US","1955-03-19","0.0",
"USC00479050","WEST BEND, WI US","1955-03-20","0.0",
"USC00479050","WEST BEND, WI US","1955-03-21","4.6",
"USC00479050","WEST BEND, WI US","1955-03-22","23.9",
"USC00479050","WEST BEND, WI US","1955-03-23","0.0",
"USC00479050","WEST BEND, WI US","1955-03-24","0.0",
"USC00479050","WEST BEND, WI US","1955-03-25","0.0",
"USC00479050","WEST BEND, WI US","1955-03-26","0.0",
"USC00479050","WEST BEND, WI US","1955-03-27","0.0",
"USC00479050","WEST BEND, WI US","1955-03-28","0.0",
"USC00479050","WEST BEND, WI US","1955-03-29","0.0",
"USC00479050","WEST BEND, WI US","1955-03-30","0.0",
"USC00479050","WEST BEND, WI US","1955-03-31","0.0",
"USC00479050","WEST BEND, WI US","1955-04-01","0.0",
"USC00479050","WEST BEND, WI US","1955-04-02","0.0",
"USC00479050","WEST BEND, WI US","1955-04-03","0.0",
"USC00479050","WEST BEND, WI US","1955-04-04","0.0",
"USC00479050","WEST BEND, WI US","1955-04-05","6.4",
"USC00479050","WEST BEND, WI US","1955-04-06","0.0",
"USC00479050","WEST BEND, WI US","1955-04-07","0.0",
"USC00479050","WEST BEND, WI US","1955-04-08","0.0",
"USC00479050","WEST BEND, WI US","1955-04-09","0.0",
"USC00479050","WEST BEND, WI US","1955-04-10","0.0",
"USC00479050","WEST BEND, WI US","1955-04-11","3.0",
"USC00479050","WEST BEND, WI US","1955-04-12","3.8",
"USC00479050","WEST BEND, WI US","1955-04-13","6.4",
"USC00479050","WEST BEND, WI US","1955-04-14","11.4",
"USC00479050","WEST BEND, WI US","1955-04-15","0.0",
"USC00479050","WEST BEND, WI US","1955-04-16","0.0",
"USC00479050","WEST BEND, WI US","1955-04-17","0.0",
"USC00479050","WEST BEND, WI US","1955-04-18","13.7",
"USC00479050","WEST BEND, WI US","1955-04-19","0.5",
"USC00479050","WEST BEND, WI US","1955-04-20","0.0",
"USC00479050","WEST BEND, WI US","1955-04-21","0.0",
"USC00479050","WEST BEND, WI US","1955-04-22","0.0",
"USC00479050","WEST BEND, WI US","1955-04-23","0.0",
"USC00479050","WEST BEND, WI US","1955-04-24","61.5",
"USC00479050","WEST BEND, WI US","1955-04-25","0.5",
"USC00479050","WEST BEND, WI US","1955-04-26","0.0",
"USC00479050","WEST BEND, WI US","1955-04-27","0.0",
"USC00479050","WEST BEND, WI US","1955-04-28","0.0",
"USC00479050","WEST BEND, WI US","1955-04-29","0.0",
"USC00479050","WEST BEND, WI US","1955-04-30","0.0",
"USC00479050","WEST BEND, WI US","1955-05-01","0.0",
"USC00479050","WEST BEND, WI US","1955-05-02","5.3",
"USC00479050","WEST BEND, WI US","1955-05-03","0.0",
"USC00479050","WEST BEND, WI US","1955-05-04","0.0",
"USC00479050","WEST BEND, WI US","1955-05-05","0.0",
"USC00479050","WEST BEND, WI US","1955-05-06","0.0",
"USC00479050","WEST BEND, WI US","1955-05-07","2.0",
"USC00479050","WEST BEND, WI US","1955-05-08","0.0",
"USC00479050","WEST BEND, WI US","1955-05-09","7.1",
"USC00479050","WEST BEND, WI US","1955-05-10","11.7",
"USC00479050","WEST BEND, WI US","1955-05-11","0.0",
"USC00479050","WEST BEND, WI US","1955-05-12","0.0",
"USC00479050","WEST BEND, WI US","1955-05-13","0.0",
"USC00479050","WEST BEND, WI US","1955-05-14","0.0",
"USC00479050","WEST BEND, WI US","1955-05-15","0.0",
"USC00479050","WEST BEND, WI US","1955-05-16","0.0",
"USC00479050","WEST BEND, WI US","1955-05-17","0.0",
"USC00479050","WEST BEND, WI US","1955-05-18","0.0",
"USC00479050","WEST BEND, WI US","1955-05-19","0.0",
"USC00479050","WEST BEND, WI US","1955-05-20","0.0",
"USC00479050","WEST BEND, WI US","1955-05-21","0.0",
"USC00479050","WEST BEND, WI US","1955-05-22","9.1",
"USC00479050","WEST BEND, WI US","1955-05-23","0.0",
"USC00479050","WEST BEND, WI US","1955-05-24","24.9",
"USC00479050","WEST BEND, WI US","1955-05-25","0.5",
"USC00479050","WEST BEND, WI US","1955-05-26","15.7",
"USC00479050","WEST BEND, WI US","1955-05-27","33.8",
"USC00479050","WEST BEND, WI US","1955-05-28","3.0",
"USC00479050","WEST BEND, WI US","1955-05-29","0.5",
"USC00479050","WEST BEND, WI US","1955-05-30","0.0",
"USC00479050","WEST BEND, WI US","1955-05-31","0.0",
"USC00479050","WEST BEND, WI US","1955-06-01","0.0",
"USC00479050","WEST BEND, WI US","1955-06-02","0.0",
"USC00479050","WEST BEND, WI US","1955-06-03","0.5",
"USC00479050","WEST BEND, WI US","1955-06-04","1.0",
"USC00479050","WEST BEND, WI US","1955-06-05","0.0",
"USC00479050","WEST BEND, WI US","1955-06-06","4.6",
"USC00479050","WEST BEND, WI US","1955-06-07","0.3",
"USC00479050","WEST BEND, WI US","1955-06-08","10.2",
"USC00479050","WEST BEND, WI US","1955-06-09","22.4",
"USC00479050","WEST BEND, WI US","1955-06-10","0.0",
"USC00479050","WEST BEND, WI US","1955-06-11","45.5",
"USC00479050","WEST BEND, WI US","1955-06-12","0.5",
"USC00479050","WEST BEND, WI US","1955-06-13","0.0",
"USC00479050","WEST BEND, WI US","1955-06-14","2.5",
"USC00479050","WEST BEND, WI US","1955-06-15","0.0",
"USC00479050","WEST BEND, WI US","1955-06-16","0.0",
"USC00479050","WEST BEND, WI US","1955-06-17","0.0",
"USC00479050","WEST BEND, WI US","1955-06-18","0.0",
"USC00479050","WEST BEND, WI US","1955-06-19","1.3",
"USC00479050","WEST BEND, WI US","1955-06-20","0.0",
"USC00479050","WEST BEND, WI US","1955-06-21","0.0",
"USC00479050","WEST BEND, WI US","1955-06-22","0.0",
"USC00479050","WEST BEND, WI US","1955-06-23","2.5",
"USC00479050","WEST BEND, WI US","1955-06-24","2.5",
"USC00479050","WEST BEND, WI US","1955-06-25","0.0",
"USC00479050","WEST BEND, WI US","1955-06-26","0.0",
"USC00479050","WEST BEND, WI US","1955-06-27","0.0",
"USC00479050","WEST BEND, WI US","1955-06-28","0.0",
"USC00479050","WEST BEND, WI US","1955-06-29","0.0",
"USC00479050","WEST BEND, WI US","1955-06-30","5.1",
"USC00479050","WEST BEND, WI US","1955-07-01","1.0",
"USC00479050","WEST BEND, WI US","1955-07-02","6.4",
"USC00479050","WEST BEND, WI US","1955-07-03","0.0",
"USC00479050","WEST BEND, WI US","1955-07-04","0.0",
"USC00479050","WEST BEND, WI US","1955-07-05","11.4",
"USC00479050","WEST BEND, WI US","1955-07-06","0.0",
"USC00479050","WEST BEND, WI US","1955-07-07","0.0",
"USC00479050","WEST BEND, WI US","1955-07-08","11.7",
"USC00479050","WEST BEND, WI US","1955-07-09","3.6",
